@relation metrics+reasoning_time

@attribute ontology string
@attribute SOV numeric
@attribute ENR numeric
@attribute EOG numeric
@attribute RCH numeric
@attribute CYC numeric
@attribute ESUB numeric
@attribute SUPECHN numeric
@attribute ELCLSPRT numeric
@attribute ELAXPRT numeric
@attribute HLC numeric
@attribute RHLC numeric
@attribute IHR numeric
@attribute IND numeric
@attribute aNOC numeric
@attribute tNOC numeric
@attribute aCID numeric
@attribute mCID numeric
@attribute aCOD numeric
@attribute tCOD numeric
@attribute aNOP numeric
@attribute CONJP numeric
@attribute UFP numeric
@attribute EF numeric
@attribute EFP numeric
@attribute OBPP numeric
@attribute DTPP numeric
@attribute FUNP numeric
@attribute CHNP numeric
@attribute ELPROP numeric
@attribute reasoning_time numeric

@data
ore_ont_5519.owl,0.816254,0.04147,0.177378,0.169922,0.716379,0.936623,0.804836,1,1,0.766028,0.211791,0,0.907752,0.182007,0.803304,0.119423,0.877388,0.059776,0.794938,0.043755,0,0,0.8052,1,1,0,0,0,1,9.58937
ore_ont_15172.owl,0.792565,0.030281,0.037562,0.001021,0.492315,0.000591,0,1,1,0,0,0,0.857129,0.212017,0.626465,0.325169,0.854764,0.046718,0.572833,0.05336,0.4,0,0.152432,0.6,1,0,0,1,1,7.888084
ore_ont_3352.owl,0.348982,0.029119,0.079185,0,0.107507,0,0,1,1,0,0,0,0,0.192205,0.478667,0.043977,0.469905,0.025707,0.405732,0.029478,0,0,0,0,0,0,0,0,0,4.663439
ore_ont_7775.owl,0.428783,0.116227,0.337384,0.481601,0.551557,0.425678,0.454301,0.883117,0.90038,0.5091,0.278467,0,0.53992,0.193862,0.525627,0.114657,0.476997,0.158929,0.516089,0.100237,0.2663,0,0.502139,0.5131,0.9697,0.0303,0,0,0.736842,5.348694
ore_ont_10774.owl,0.546811,0.052853,0.36671,0,0.513295,0,0,1,1,0,0,0,0,0.221387,0.626628,0.060035,0.244174,0.05608,0.572795,0.064306,0,0,0,0,1,0,0,0,1,6.007994
ore_ont_9854.owl,0.071954,0.075343,0.337617,0.19363,0.249668,0.145833,0,1,1,0,0,0,0,0.22623,0.305533,0.074627,0.169489,0.114912,0.233248,0.108456,0,0,0.212134,1,1,0,0,0,0,4.360973
ore_ont_4577.owl,0.72841,0.242472,0.459187,0.310245,0.821999,0.698742,0.394885,1,1,0.462086,0.002749,0.750062,0.813699,0.137379,0.481493,0.577952,0.714974,0.092946,0.474056,0.065203,0,0,0.503922,1,1,0,0,0,0.692308,7.349874
ore_ont_9096.owl,0.333035,0.097458,0.426043,0.210627,0.456503,0.002896,0,0.771468,0.676424,0.337665,0.058823,0.346556,0.343389,0.189746,0.463777,0.076679,0.246186,0.113894,0.430655,0.08645,0,0.5545,0.108595,0.0142,0.7245,0.2755,0,0,0.860465,4.849423
ore_ont_7003.owl,0.154775,0.110802,0.224635,0,0.337319,0,0,1,0,0,0,0,0,0,0,0.109205,0.304647,0.023546,0.200035,0.027,0,0,0,0,1,0,0,0,1,4.398556
ore_ont_5213.owl,0.388282,0.109979,0.427132,0.046926,0.498382,0.030472,0.107771,1,1,0.301002,0.015717,0,0,0.282635,0.546491,0.096172,0.365397,0.129503,0.48597,0.143268,0,0,0.353357,1,1,0,0,0,1,5.058367
ore_ont_10681.owl,0.208376,0.059877,0.347686,0.167226,0.313981,0,0,0.811839,1,0,0,0.204287,0.349526,0.128605,0.22012,0.217532,0.244174,0.068116,0.172483,0.025159,0,0,0,0,0.3429,0.6571,0,0,1,4.521789
ore_ont_4032.owl,0.279554,0.079544,0.406793,0.134527,0.391677,0.004425,0,0.856776,0.819639,0.219901,0.017004,0.160898,0.343389,0.189274,0.408464,0.079122,0.237819,0.077028,0.352609,0.059308,0,0.6441,0.086059,0.0339,0.7105,0.2895,0,0,0.878788,4.721471
ore_ont_7127.owl,0.734101,0.123167,0.441334,0.294909,0.764728,0.124942,0.677505,1,0.99995,0.638449,0.091313,0.618526,0,0.218687,0.774828,0.091899,0.654004,0.14602,0.779818,0.102334,0.4549,0,0.747262,0.5451,1,0,0.0435,0.304348,0.933333,8.758622
ore_ont_7680.owl,0.449737,0.12209,0.028864,0,0.548327,0,0,1,0.998339,0,0,0,0,0.191876,0.547049,0.106502,0.611144,0.144619,0.535878,0.028917,0,0,0,0,0,0,0,0,0,5.423481
ore_ont_14459.owl,0.985653,0.02876,0.136334,0,0,0,0,1,1,0,0,0,0,0.19198,0.911665,0.043853,0.817577,0.025248,0.894837,0.028951,0,0,0,0,0,0,0,0,0,10.70424
ore_ont_13483.owl,0.091539,0.089187,0.399309,0.131392,0.277804,0,0,0.852893,0.545455,0,0,0,0,0.146393,0.24637,0.11702,0.191654,0.115812,0.210774,0.034855,0,0,0,0,0.35,0.65,0.025,0,1,4.685213
ore_ont_8723.owl,0.731311,0.097455,0.335715,0.434882,0.719504,0.253101,0.451674,1,1,0.366936,0.001524,0.711739,0.811296,0.081431,0.534367,0.199532,0.726551,0.096391,0.582871,0.047849,0.064,0,0.636541,0.936,1,0,0,0.458333,1,8.780173
ore_ont_12916.owl,0.431603,0.087758,0.415737,0.180033,0.510791,0.01508,0.139244,0.81639,0.76325,0.380219,0.045445,0.381821,0.392839,0.19283,0.534389,0.070953,0.251942,0.101248,0.503499,0.076227,0,0.5886,0.284949,0.0728,0.8448,0.1552,0,0,0.815789,5.452468
ore_ont_11010.owl,0.191424,0.082676,0.414984,0.156626,0.340659,0.271505,0.092829,1,1,0,0,0,0,0.222364,0.395487,0.070424,0.158606,0.095369,0.328755,0.089285,0,0,0.299915,1,1,0,0,0,0,4.450464
ore_ont_6149.owl,0.341167,0.101369,0.435595,0.07153,0.460141,0.04918,0.107771,1,1,0.247898,0.0128,0.29569,0,0.255859,0.501748,0.083068,0.292083,0.123192,0.444615,0.133078,0,0,0.346148,1,1,0,0,0,1,4.814891
ore_ont_3500.owl,0.483845,0.073125,0.379965,0.150162,0.522868,0.027085,0.251857,0.863393,0.846037,0.363957,0.022504,0.330617,0.529332,0.194628,0.557355,0.083664,0.30936,0.088344,0.522946,0.068044,0,0.5051,0.36306,0.1729,0.9112,0.0888,0,0,0.773305,5.727933
ore_ont_6198.owl,0.50911,0.139003,0.418101,0.444467,0.639164,0.04539,0.139244,1,1,0,0,0,0,0.111133,0.576897,0.087369,0.59227,0.166532,0.631175,0.043082,0.5858,0,0.595492,0.4142,1,0,0,0,1,6.202536
ore_ont_1634.owl,0.511327,0.052536,0.131603,0.428589,0.66184,0.388101,0.633675,0.998669,0.988321,0.624172,0.089322,0.317206,0.833935,0.256269,0.651335,0.29472,0.829533,0.209369,0.645899,0.156158,0.4927,0,0.607175,0.5045,1,0,0,0.323077,0.907407,8.493515
ore_ont_4035.owl,0.127078,0.066846,0.260541,0.521556,0.365254,0.974468,0.362075,1,1,0.348236,0.191031,0,0.439776,0.177338,0.364915,0.143728,0.376166,0.13396,0.333896,0.091342,0,0,0.381897,1,1,0,0,0,1,4.473542
ore_ont_9612.owl,0.541148,0.053558,0.326941,0.205073,0.525964,0.651301,0.477015,1,1,0.559516,0.33624,0,0,0.16901,0.612185,0.046567,0.444822,0.056994,0.58524,0.034893,0,0,0.603624,1,1,0,0,0,1,6.020214
ore_ont_7120.owl,0.43287,0.027195,0.000573,0,0,0,0,1,1,0,0,0,0,0.190025,0.534679,0.042777,0.596026,0.023246,0.468925,0.026656,0,0,0,0,0,0,0,0,0,5.089652
ore_ont_14328.owl,0.117938,0.089178,0.385865,0.450487,0.340659,0.596774,0.2006,1,1,0.173414,0.048846,0.236618,0,0.175693,0.32247,0.066105,0.215102,0.135258,0.287248,0.102289,0,0,0.322024,1,1,0,0,0,1,4.394449
ore_ont_5103.owl,0.590182,0.268885,0.486668,0.624688,0.74182,0,0,0.832523,1,0,0,0,0.709609,0.095617,0.396199,0.544993,0.725275,0.149363,0.433926,0.030238,0.262,0.2435,0.43826,0.4945,0.9545,0.0455,0.0455,0,0.866667,6.570416
ore_ont_6477.owl,0.82063,0.112635,0.294971,0.483853,0.818866,0.695933,0.789979,1,1,0,0,0,0.821009,0.229542,0.821136,0.112758,0.718316,0.165747,0.834337,0.139136,0,0,0.882359,1,1,0,0,0,0,9.425855
ore_ont_2569.owl,0.44397,0.049353,0.341091,0.021798,0.433768,0.044099,0.189718,1,1,0.188552,0.002328,0,0,0.211956,0.553804,0.056309,0.209062,0.051769,0.4932,0.056197,0,0,0.336092,1,1,0,0,0,1,5.229324
ore_ont_15397.owl,0.275309,0.168614,0.543933,0.00687,0.46449,0.002874,0,1,1,0,0,0,0,0.32855,0.483488,0.119385,0.17909,0.204815,0.42434,0.234122,0.25,0,0.108595,0.75,1,0,0,0,0,4.669709
ore_ont_1524.owl,0.211194,0.03157,0.248839,0.046926,0.14677,0,0,0.947935,0.972477,0,0,0,0.341225,0.187,0.313323,0.103375,0.158606,0.032932,0.225425,0.033392,0,0,0,0,0.3333,0.6667,0,0,1,4.450464
ore_ont_11639.owl,0.200782,0.02837,0.234917,0,0,0,0,1,1,0,0,0,0,0.191017,0.37728,0.043323,0.146041,0.024749,0.291328,0.028379,0,0,0,0,0,0,0,0,0,4.438722
ore_ont_16632.owl,0.541223,0.154357,0.272741,0.899306,0.636102,0,0,0,0.11,0,0,0,0.424853,0.188896,0.299784,0.207016,0.382004,0.141885,0.256652,0.146207,0,0.013,0,0,0.0632,0.9368,0,0,0.971831,6.883121
ore_ont_4049.owl,0.642519,0.143174,0.45578,0.331589,0.696875,0,0,0.634227,1,0,0,0,0.692959,0.140265,0.357119,0.61794,0.708855,0.142351,0.351544,0.028438,0,0,0,0,0.5166,0.4834,0,0,1,7.280468
ore_ont_430.owl,0.201124,0.113264,0.316856,0,0.371183,0,0,1,0,0,0,0,0.243682,0,0,0.111638,0.336391,0.024095,0.229137,0.027629,0,0,0,0,1,0,0,0,1,4.438722
ore_ont_15514.owl,0.196214,0.138007,0.507978,0.240972,0.401702,0.045685,0,0.912853,0.865217,0.13316,0.009197,0.300428,0.290705,0.159504,0.353189,0.12256,0.199069,0.168921,0.344685,0.038048,0.2069,0,0.261027,0.4655,1,0,0.037,0,0.967742,4.666579
ore_ont_14881.owl,0.620752,0.051177,0.18342,0.262476,0.679422,0.219228,0.625856,1,0.999923,0.577043,0.030722,0.521181,0.850133,0.242932,0.704875,0.21918,0.81076,0.13898,0.686345,0.123158,0.1094,0,0.682421,0.8906,1,0,0.0089,0,0.855556,8.534902
ore_ont_11878.owl,0.576521,0.063948,0.256575,0.349595,0.587464,1,0,1,1,0.563664,0.515746,0.590626,0,0.080657,0.587877,0.016426,0.089545,0.070294,0.632681,0.029479,0,0,0.688248,1,1,0,0,0.233333,0.777778,6.238975
ore_ont_6132.owl,0.498055,0.280974,0.476319,0.446845,0.677646,0.067381,0.324376,0.613618,0.627338,0.369583,0.010577,0.542513,0.601085,0.182342,0.43299,0.45362,0.449384,0.754857,0.598087,0.08479,0.0537,0.6242,0.304864,0.1611,0.9016,0.0984,0.0164,0.025501,0.795349,5.793014
ore_ont_16559.owl,0.52151,0.243922,0.521737,0.453527,0.710605,1,0,1,1,0,0,0,0,0.374606,0.703969,0.16047,0.501579,0.300461,0.688286,0.315476,0,0,0.677345,1,1,0,0,0,0,6.751881
ore_ont_11694.owl,0.261716,0.300143,0.547965,0.098106,0.524965,0.102439,0,1,1,0,0,0.387262,0.417403,0.179399,0.355835,0.120495,0.271599,0.064425,0.2929,0.060016,0,0,0.242136,1,1,0,0,0.095238,1,4.553877
ore_ont_11133.owl,0.154225,0.089797,0.394835,0.269761,0.333802,0.356275,0.337718,1,1,0,0,0,0,0.20457,0.368227,0.068411,0.183496,0.109412,0.312838,0.091855,0,0,0.319412,1,1,0,0,0,1,4.410776
ore_ont_9386.owl,0.437412,0.196219,0.514735,0.340638,0.609624,0.694139,0.380127,1,1,0.358266,0.013675,0.525393,0.574844,0.184799,0.46729,0.2277,0.446542,0.14271,0.448901,0.115673,0.2413,0,0.44251,0.7587,1,0,0,0.116667,1,5.516113
ore_ont_5834.owl,0.224728,0.232355,0.527574,0.646405,0.497298,0.004386,0,0.544084,0.166197,0.337992,0.113264,0.387262,0.394281,0.135597,0.362904,0.120787,0.253774,0.195754,0.381301,0.080933,0.3559,0.2252,0.054297,0.0045,0.9412,0.0588,0.3529,0,0.925,6.264033
ore_ont_4570.owl,0.515227,0.205104,0.50595,0.460663,0.687174,0.437854,0.567329,1,0.999869,0.278988,0.001739,0.283128,0,0.260313,0.659472,0.146383,0.559832,0.251445,0.667801,0.16393,0.627,0,0.59685,0.373,1,0,0,0,1,6.705639
ore_ont_7817.owl,0.416272,0.085072,0.406875,0.180431,0.496788,0.012554,0.092829,0.812898,0.756445,0.366727,0.04405,0.368306,0.370959,0.192481,0.52387,0.070645,0.251942,0.101465,0.491894,0.076396,0,0.5711,0.255222,0.0573,0.8414,0.1586,0,0,0.812081,5.316485
ore_ont_3909.owl,0.075706,0.044987,0.316383,0.026611,0.171333,0.032258,0,1,1,0,0,0,0,0.16046,0.276709,0.028655,0.089545,0.049904,0.207629,0.053331,0,0,0.086059,1,1,0,0,0,0,4.414816
ore_ont_9736.owl,0.137422,0.026472,0.190068,0,0,0,0,1,1,0,0,0,0,0.189991,0.329078,0.042758,0.217962,0.024213,0.237147,0.027764,0,0,0,0,0.5,0.5,0,0,1,4.394449
ore_ont_568.owl,0.246582,0.085164,0.403868,0.324741,0.401866,0.396396,0,0.973953,0.963964,0,0,0.04651,0.374776,0.178139,0.388111,0.077125,0.24211,0.129545,0.35794,0.10522,0.0789,0,0.359162,0.8509,1,0,0,0,1,4.546835
ore_ont_14031.owl,0.388688,0.087441,0.425069,0.12581,0.479204,0.13322,0.473185,1,0.989215,0,0,0,0,0.235573,0.533284,0.076345,0.277222,0.10089,0.480432,0.097999,0,0,0.436493,1,1,0,0,0,1,5.006181
ore_ont_15210.owl,0.12185,0.11337,0.446154,0.142045,0.32616,0,0,0.839466,0.848485,0.044387,0.002305,0.120227,0.153746,0.160301,0.227157,0.176782,0.24211,0.100817,0.173752,0.050727,0,0,0,0,0.94,0.06,0,0.303333,0.806604,4.394449
ore_ont_3797.owl,0.526772,0.141178,0.435504,0.108746,0.623482,1,0,1,1,0,0,0,0,0.301681,0.652134,0.109436,0.542885,0.169056,0.612636,0.18319,0,0,0.534072,1,1,0,0,0,0,6.223237
ore_ont_14450.owl,0.496261,0.067505,0.368828,0.126674,0.534606,0.097852,0.185658,0.972942,0.973964,0.352542,0.017879,0.427533,0.529676,0.194119,0.563417,0.072115,0.312062,0.074765,0.524069,0.068373,0,0,0.477161,0.8062,1,0,0,0,0.944672,5.621608
ore_ont_3480.owl,0.640143,0.028764,0.204423,0,0,0,0,1,1,0,0,0,0,0.121172,0.636558,0.004888,0.228494,0.025253,0.629282,0.028957,0,0,0,0,0,0,0,0,0,6.682944
ore_ont_11287.owl,0.545097,0.508952,0.665055,0.005029,0.791177,0,0,0.994456,1,0,0,0.774988,0.659954,0.198216,0.406215,0.395438,0.665443,0.035828,0.325795,0.038772,0,0,0,0,0.8029,0.1971,0.1168,0,0.812121,6.908422
ore_ont_15399.owl,0.102404,0.060223,0.308793,0.444712,0.254276,0.453608,0,1,1,0,0,0,0,0.182509,0.306218,0.068813,0.253774,0.12768,0.261914,0.092838,0,0,0.298194,1,1,0,0,0,0,4.394449
ore_ont_1958.owl,0.308182,0.146012,0.410896,0.218136,0.483802,0.003003,0,0.856748,0.715365,0.302156,0.056083,0.309006,0.383948,0.164075,0.434304,0.073898,0.364935,0.103527,0.407853,0.045704,0.3509,0.0643,0.180372,0.0526,0.95,0.05,0.3,0,0.897436,5.873056
ore_ont_7417.owl,0.187574,0.067518,0.36184,0.165179,0.311507,0.174603,0,1,1,0.200786,0.034634,0.210391,0.319219,0.177784,0.32353,0.097076,0.225986,0.07119,0.260334,0.055241,0,0,0.245618,1,0.6571,0.3429,0,0,0.984375,4.430817
ore_ont_13503.owl,0.074471,0.057254,0.386307,0.161713,0.217633,0,0,0.789847,0.717949,0,0,0,0.132476,0.151944,0.24468,0.077871,0.122593,0.090035,0.194511,0.07936,0,0.875,0,0,1,0,0,0,1,4.406719
ore_ont_14508.owl,0.656087,0.028845,0.003274,0.000782,0.203367,1,0,1,1,0,0,0,0,0.19178,0.687424,0.0438,0.615111,0.025362,0.641646,0.028958,0,0,0.245618,1,1,0,0,0,0,7.106879
ore_ont_8441.owl,0.525937,0.072435,0.260871,0.259512,0.63885,0.465655,0.649154,1,0.996862,0.636065,0.249661,0.598259,0.742955,0.292046,0.659318,0.193997,0.708288,0.17676,0.627608,0.176735,0,0,0.614721,1,1,0,0,0.643678,0.942308,6.908422
ore_ont_5266.owl,0.367901,0.080223,0.369448,0.132278,0.455342,0.013393,0,1,0.97122,0.103063,0.001004,0.356183,0,0.192923,0.500347,0.071041,0.320472,0.091986,0.461028,0.050417,0.8884,0,0.255222,0.1116,1,0,0,0,1,4.867534
ore_ont_399.owl,0.450576,0.086035,0.411961,0.176066,0.521822,0.018413,0.147131,0.822787,0.774393,0.392483,0.046101,0.389117,0.37384,0.194135,0.551506,0.068679,0.268634,0.098549,0.520991,0.074872,0,0.6509,0.313913,0.0849,0.8468,0.1532,0,0,0.81759,5.577211
ore_ont_8787.owl,0.842777,0.038448,0.100139,0.237728,0.660737,0.245841,0.625033,1,1,0,0,0,0.894782,0.233911,0.688761,0.296528,0.883131,0.120807,0.665143,0.110265,0.0004,0,0.669232,0.9996,1,0,0,0,0,8.438871
ore_ont_6712.owl,0.691429,0.141659,0.485532,0.280951,0.749288,0.29283,0.618735,0.972816,0.960526,0,0,0,0,0.205122,0.738232,0.103008,0.600444,0.1698,0.754431,0.095563,0.2933,0.088,0.717644,0.6187,0.6645,0.3355,0,0,1,8.554104
ore_ont_10991.owl,0.553261,0.053626,0.196109,0.160413,0.522602,0.206679,0.506863,1,1,0,0,0,0.664388,0.262951,0.560802,0.200591,0.61539,0.132469,0.51188,0.133775,0.0047,0,0.474272,0.9953,1,0,0,0,1,5.703782
ore_ont_15968.owl,0.40019,0.167296,0.373079,0.4307,0.583276,0.536951,0,1,1,0,0,0,0,0.206677,0.555162,0.102939,0.427455,0.20307,0.558906,0.147109,0.6133,0,0.49885,0.3867,1,0,0,0,0,5.356586
ore_ont_9577.owl,0.557324,0.165996,0.503462,0.251117,0.669594,0.066988,0.526153,0.826431,0.88786,0.518414,0.057188,0.530106,0.54749,0.247331,0.641092,0.145434,0.530268,0.210972,0.638969,0.126764,0.0115,0.0549,0.531458,0.3614,0.9267,0.0733,0.0223,0,0.907657,10.729788
ore_ont_13097.owl,0.216014,0.114109,0.22115,0,0.382104,0,0,1,0,0,0,0,0.102497,0,0,0.108491,0.356656,0.02435,0.247764,0.027922,0,0,0,0,1,0,0,0,1,4.458216
ore_ont_4669.owl,0.744913,0.125738,0.314669,0.581816,0.806148,0.198569,0.678113,0.741967,0.676289,0.638449,0.097872,0.600968,0,0.097222,0.743885,0.064459,0.654017,0.14929,0.825401,0.06027,0.0831,0,0.841841,0.5136,1,0,0.0625,0.4375,0.923077,14.403298
ore_ont_2022.owl,0.384973,0.109721,0.426144,0.046921,0.495877,0.030707,0.107771,1,1,0.299232,0.015838,0,0,0.282321,0.544116,0.096002,0.363534,0.129186,0.483293,0.142899,0,0,0.350731,1,1,0,0,0,1,5.05412
ore_ont_5448.owl,0.477906,0.078794,0.395198,0.153861,0.526621,0.026889,0.193545,0.859243,0.840062,0.380891,0.029498,0.424242,0.521771,0.19203,0.545665,0.084359,0.311171,0.086696,0.510428,0.065478,0,0.4758,0.350731,0.1683,0.9398,0.0602,0,0,0.845133,5.736572
ore_ont_4208.owl,0.75757,0.152082,0.346834,0.422077,0.815453,0.401223,0.59609,0.999783,0.995859,0.481187,0.00545,0,0,0.194885,0.792181,0.09898,0.803872,0.182996,0.825689,0.115434,0.5445,0,0.79437,0.4551,1,0,0,0,1,9.112433
ore_ont_3575.owl,0.765623,0.056521,0.206122,0.286973,0.769762,0.120293,0.680713,1,0.998739,0.648004,0.033749,0.606766,0.923128,0.162775,0.768205,0.168118,0.907657,0.124672,0.794662,0.066017,0.4708,0,0.766974,0.5292,1,0,0,0.146538,0.902128,9.62558
ore_ont_14906.owl,0.484324,0.073144,0.379872,0.150631,0.523267,0.027288,0.251857,0.862908,0.844765,0.366936,0.02345,0.335763,0.529332,0.194802,0.558018,0.083474,0.30936,0.088414,0.523632,0.068152,0,0.5042,0.363817,0.1725,0.9139,0.0861,0,0,0.770386,5.685845
ore_ont_14574.owl,0.423066,0.204893,0.430438,0.274591,0.60618,0.733676,0.55357,0.999067,0.999619,0,0,0,0,0.371697,0.618437,0.152815,0.560423,0.250825,0.576356,0.266998,0,0,0.53865,0.9969,1,0,0,0,0,5.624018
ore_ont_566.owl,0.343361,0.119116,0.168234,0,0.473322,0,0,1,1,0,0,0,0,0.301944,0.520154,0.104365,0.493576,0.140814,0.452614,0.161468,0,0,0,0,0,0,0,0,0,4.854631
ore_ont_16586.owl,0.814942,0.23042,0.50499,0.239994,0.883228,0.858664,0.712288,1,0.999992,0.737319,0.083946,0.334857,0,0.396711,0.890244,0.164783,0.839987,0.283271,0.88515,0.308444,0.0112,0,0.836759,0.9888,1,0,0,0,0.94382,9.770565
ore_ont_13852.owl,0.591628,0.03026,0.224904,0,0.35491,0,0,1,1,0,0,0,0.051249,0.163678,0.629193,0.028284,0.317211,0.027166,0.592979,0.031151,0,0,0,0,0,0,0,0,0,6.221253
ore_ont_6870.owl,0.592043,0.02454,0.001101,0.000205,0,0,0,0.999775,0.99974,0,0,0,0,0.186767,0.641381,0.040999,0.726222,0.019851,0.589492,0.02273,0,0,0,0,0,0,0,0,0,6.289716
ore_ont_13737.owl,0.150286,0.100392,0.381812,0.443041,0.341066,0.02439,0,0.797727,0.720588,0.044387,0.002507,0.172107,0.301478,0.080826,0.249629,0.10566,0.24815,0.151628,0.282639,0.028963,0.3922,0.0588,0.187838,0.1961,0.8537,0.1463,0.0244,0,0.8875,4.496099
ore_ont_14901.owl,0.306676,0.042354,0.303695,0.003745,0.310874,0.003191,0,1,1,0.088773,0.001646,0,0,0.207658,0.457289,0.052737,0.253774,0.042817,0.38202,0.048538,0,0,0.108595,1,1,0,0,0,1,4.536177
ore_ont_2753.owl,0.188745,0.083203,0.416252,0.160343,0.33984,0.275956,0.092829,1,1,0,0,0,0,0.223465,0.394403,0.071217,0.158606,0.096073,0.327289,0.089653,0,0,0.299915,1,1,0,0,0,0,4.390325
ore_ont_1646.owl,0.216892,0.18383,0.445731,0.657934,0.461888,0.28655,0.295894,0.699223,0.561181,0.346828,0.1069,0.329638,0,0.135895,0.343787,0.166959,0.317211,0.184001,0.355151,0.081857,0.1893,0.2959,0.330534,0.3964,1,0,0,0,0.852071,4.87265
ore_ont_13578.owl,0.341085,0.084586,0.418873,0.24796,0.452273,0.697812,0.485896,1,1,0,0,0,0,0.203383,0.496475,0.066473,0.209062,0.096731,0.453112,0.078717,0,0,0.46302,1,1,0,0,0.583333,1,4.736198
ore_ont_2677.owl,0.452656,0.08558,0.411322,0.175009,0.522521,0.017776,0.147131,0.823301,0.775034,0.394677,0.046862,0.389117,0.374776,0.194054,0.552911,0.06849,0.268634,0.097976,0.522379,0.07444,0,0.6563,0.312476,0.082,0.8487,0.1513,0,0,0.81877,5.55296
ore_ont_15217.owl,0.175468,0.038857,0.274375,0,0.203367,0,0,1,1,0,0,0,0,0.201884,0.365197,0.049303,0.212138,0.038163,0.278674,0.04376,0,0,0,0,0,0,0,0,0,4.398556
ore_ont_14486.owl,0.114692,0.040025,0.332419,0,0.171333,0,0,1,1,0,0,0,0,0.203486,0.324574,0.050184,0.131181,0.039656,0.232674,0.045473,0,0,0,0,0,0,0,0,0,4.343805
ore_ont_14321.owl,0.261716,0.106605,0.450495,0.335889,0.416575,0.002924,0,0.646704,0.528902,0.309699,0.063095,0.228219,0.102497,0.228977,0.389887,0.14647,0.290943,0.136711,0.336122,0.118885,0,0.8941,0.126075,0.0471,0.622,0.378,0.2054,0,0.859492,4.521789
ore_ont_1475.owl,0.424658,0.087532,0.413256,0.262643,0.51415,0.604878,0.530223,1,1,0.493245,0.292106,0,0,0.198659,0.552178,0.065069,0.268634,0.100777,0.520268,0.081847,0,0,0.535347,1,1,0,0,0,0.769231,5.254017
ore_ont_9792.owl,0.500873,0.195667,0.587431,0,0.633932,0,0,1,1,0,0,0.505185,0,0.244518,0.603211,0.159222,0.516785,0.245009,0.609249,0.092159,0,0,0,0,1,0,0,0,1,5.873994
ore_ont_12432.owl,0.436732,0.129655,0.447517,0.527188,0.588389,0.414368,0.47872,1,1,0.512934,0.312164,0.547951,0,0.1355,0.544656,0.080561,0.306565,0.158521,0.573194,0.068418,0.4682,0,0.571402,0.5318,1,0,0.3656,0,0.74125,6.018593
ore_ont_15058.owl,0.143758,0.190292,0.498921,0.696536,0.410846,0.145161,0.139244,0.3516,0.337209,0.290252,0.106277,0.225945,0.287747,0.154528,0.276709,0.20184,0.283746,0.251587,0.289993,0.099206,0,0.3091,0.180372,0.1636,0.519,0.481,0.3671,0,0.925781,4.462069
ore_ont_5841.owl,0.520576,0.075386,0.232631,0.001288,0.54305,0,0,0.998583,0.989427,0,0,0,0.539068,0.252817,0.604413,0.097773,0.597106,0.091829,0.54891,0.102809,0,0,0,0,0.8465,0.1535,0,0,0.988571,5.790979
ore_ont_3102.owl,0.427154,0.051674,0.338884,0.069571,0.432955,0.05952,0.338576,1,0.999689,0.265312,0.009942,0.234615,0,0.195284,0.537472,0.054887,0.288614,0.055278,0.485142,0.043893,0.4406,0,0.371008,0.5594,1,0,0,0,1,5.095793
ore_ont_3215.owl,0.717083,0.158785,0.289761,0.665481,0.834986,0.823202,0.651788,0.858657,0.666673,0.61741,0.144549,0.58562,0,0.03196,0.655593,0.087847,0.74358,0.191563,0.83461,0.028957,0.5795,0,0.781717,0.2274,1,0,0,0,1,14.403298
ore_ont_6939.owl,0.383169,0.02883,0.152237,0,0.046301,0,0,1,1,0,0,0,0,0.191991,0.501821,0.043859,0.283746,0.025338,0.431816,0.029054,0,0,0,0,0,0,0,0,0,4.804021
ore_ont_16687.owl,0.664932,0.028765,0.000852,0,0,0,0,1,1,0,0,0,0,0.19194,0.69347,0.043831,0.772219,0.025254,0.648335,0.028958,0,0,0,0,0,0,0,0,0,7.040536
ore_ont_16120.owl,0.477824,0.079134,0.396342,0.155203,0.527173,0.025867,0.176717,0.856917,0.837943,0.37971,0.028888,0.425199,0.522657,0.192109,0.545381,0.084697,0.311171,0.086997,0.510195,0.065688,0,0.4721,0.348013,0.1618,0.94,0.06,0,0,0.83913,5.717028
ore_ont_7195.owl,0.428005,0.050231,0.175572,0.145895,0.532589,0.191185,0.536501,1,0.999812,0.443365,0.03159,0,0.689864,0.263391,0.572858,0.213834,0.653401,0.129908,0.524287,0.132414,0,0,0.481134,1,1,0,0,0.388889,1,5.91979
ore_ont_8486.owl,0.991918,0.02876,0.134227,0,0,0,0,1,1,0,0,0,0,0.19198,0.915927,0.043853,0.809393,0.025248,0.899652,0.028951,0,0,0,0,0,0,0,0,0,10.724551
ore_ont_5974.owl,0.58092,0.056504,0.343622,0.273163,0.566563,0.999854,0.637696,1,1,0,0,0,0,0.153403,0.63632,0.043851,0.274459,0.060742,0.623908,0.028972,0.0004,0,0.664352,0.9996,1,0,0,0,0,6.362453
ore_ont_7525.owl,0.145582,0.150031,0.506659,0.138307,0.369618,0.038961,0,0.877255,0.48125,0,0,0,0,0.142945,0.290973,0.134043,0.260715,0.149674,0.277411,0.03042,0,0,0.108595,0.2,0.9524,0.0476,0.0476,0,0.828571,4.469732
