Ontology,SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP
ore_ont_10326.owl,2797,1.590067114,1280,2.61446902,0.249865374,2198,0,0,0.604878049,0,0,2746,3121,0,0,13,13,0,0,1,1,1820,0.465473146,0,0,1820,0,1.048734518,53,3895,1.298599892,53,4823,1.594238018,10,5921,0,0,0,1.344372644,10,4993,0,0,0,0,0,0,0,0,0,0,928,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0.0909,8,0.7273,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.909090909
ore_ont_1034.owl,298,1.936241611,0,1.752964247,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,2.064748201,137,287,0.992805755,1,138,0,0,0,0.992805755,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,137,137,0,0,1
ore_ont_10340.owl,222,1.882882883,0,1.357559294,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.056603774,104,218,0.990566038,1,105,0,0,0,0.990566038,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,104,0,0,1
ore_ont_10348.owl,2912,3.360530342,8251,2.719965587,0.257471264,9258,0,0,0.73419991,0,0,4266,10174,0,0,15,15,0,0,1,0.999910362,2467,0.221057348,0,0,2467,0,2.849297573,2073,11155,3.107024266,2073,12164,3.365006386,11,13174,0,0,0,3.107279693,11,12165,0,0,0,0,0,0,0,0,0,0,1008,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0.2857,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0.571428571,1
ore_ont_10350.owl,2316,1.249918327,22,2.142628487,0.243464052,765,0,0,1,0,0,2328,2322,0,0,11,11,0,0,1,1,0,0,0,0,0,0,0.763071895,43,2335,1.006535948,43,3080,1.250326797,6,3826,0,0,0,1.006862745,6,3081,0,0,0,0,0,0,0,0,0,0,745,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_10355.owl,196,1.856321839,153,1.585557896,0.944099379,298,152,0,0.974358974,0,0,0,0,0,0,0,0,0,0,1,1,0,0,152,0,0,10,0.968944099,152,156,1.913043478,152,308,2.888198758,3,465,0,0,0,1.944099379,2,313,0,0,0,0,0,0,0,0,0,0,152,1,0,0,0,0,0,0,0,0,0,0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,1
ore_ont_10362.owl,169,1.849246231,18,2.732010003,0.211267606,173,0,4,0.120967742,0.008064516,0,5,8,0,0,3,2,0,0,0.943262411,0.652173913,33,0.106796117,2,25,5,2,0.873239437,9,124,2.070422535,33,294,1.788732394,10,254,0,0,0,1.11971831,4,159,0,0,0,0,5,0.1667,1,0.0333,6,0.2,17,0.5667,0,0,0,0,1,0.0333,0,0,0,0,55,1,0,0,0,0,2,0.0364,9,0.1636,0,0,0,0,0,0,0,0,13,0,0,26,36,35,0,0,0.768595041
ore_ont_10366.owl,1594,2.293131248,0,2.120819866,0.487702265,4010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.301618123,368,4022,2.301294498,6,7111,0,0,0,0.999676375,1,3089,0,0,0,0,922,0.6118,0,0,0,0,585,0.3882,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_10380.owl,36243,1.099844038,37977,0.602371322,0.288605506,60801,0,236,0.329576249,0,0,49303,60183,0,0,19,18,0,0,1,0.999194274,2599,0.004671134,195,0,2790,481898,1.457371348,943,74170,11.22578744,260922,571314,2.045585837,13,104106,0,0,0,1.746192993,13,88869,0,0,0,0,235,0.016,0,0,0,0,14453,0.984,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,6,0.2,0,0,0,0,0,0,0,0,5,0,0,0,11,9,2,0.066666667,1
ore_ont_10384.owl,3837,1.253506187,3450,1.396102172,0.182380546,4302,0,0,0.434657139,0,0,3022,4390,0,0,8,8,0,0,1,1,3163,0.161724103,201,0,2863,12278,1.552261092,241,7277,4.353668942,10668,20410,1.918088737,22,8992,0,0,0,1.735708191,22,8137,0,0,0,0,0,0,0,0,0,0,855,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
ore_ont_10388.owl,187,1.569230769,2,2.698703107,0.074766355,113,0,3,0.021505376,0,0,0,0,0,0,0,0,0,0,0.971698113,0.673758865,0,0,0,1,0,1,0.869158879,9,93,2.121495327,14,227,1.560747664,8,167,0,0,0,1.009345794,2,108,0,0,1,0.125,1,0.125,2,0.25,0,0,4,0.5,0,0,0,0,0,0,0,0,0,0,74,0.8916,9,0.1084,0,0,0,0,2,0.0241,0,0,0,0,0,0,0,0,34,0,0,21,36,47,0,0,0.85
ore_ont_10389.owl,8757,1.22975905,2014,2.332051549,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.22978529,35,10768,1.22978529,35,10768,1.229899497,4,10769,0,0,0,1.229899497,4,10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_10391.owl,13820,2.385143932,9,2.521044159,0.068965517,19255,2,0,0.024390244,0,0.024390244,0,0,0,0,0,0,0,0,0.988372093,0.987951807,0,0,1319,8499,0,5934,0.942528736,7,82,71.17241379,3063,6192,1.218390805,4,106,0,0,0,1.091954023,2,95,0,0,0,0,3,0.5,0,0,0,0,2,0.3333,1,0.1667,0,0,0,0,0,0,0,0,77,0.8191,17,0.1809,1,0.0106,2,0.0213,1,0.0106,0,0,0,0,0,0,0,0,22,0,0,6,39,39,0,0,0.927272727
ore_ont_10407.owl,137,1.491452991,20,2.519293318,0.651006711,115,0,21,0,0,0,0,0,0,0,0,0,0,0,0.452702703,0.04,0,0,0,0,0,0,0.288590604,9,43,1.214765101,12,181,2.127516779,9,317,0,0,0,1.127516779,4,168,0,0,0,0,16,0.1649,7,0.0722,47,0.4845,0,0,0,0,0,0,27,0.2784,0,0,0,0,38,0.4691,43,0.5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1
ore_ont_10409.owl,4788,1.446656649,819,2.426054928,0.146757679,2394,0,247,0.026973311,0,0,17,31,0,0,5,5,0,0,0.877951636,0.839659179,382,0.059575795,335,18,15,1155,1.001706485,53,3522,1.609215017,90,5658,1.471558589,9,5174,0,0,0,1.232650739,9,4334,0,0,0,0,0,0,2,0.0039,245,0.4748,87,0.1686,168,0.3256,0,0,5,0.0097,0,0,9,0.0174,498,0.9396,32,0.0604,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,73,183,0,0,0.844674556
ore_ont_10413.owl,148,1.851351351,0,1.505384257,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.085714286,68,146,0.985714286,1,69,0,0,0,0.985714286,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,68,68,0,0,1
ore_ont_10419.owl,1397,1.071581961,101,1.756827389,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.052254832,144,1470,1.052254832,144,1470,1.071581961,3,1497,0,0,0,1.071581961,3,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_10423.owl,4863,1.455117527,827,2.437220727,0.146685472,2475,0,249,0.026745495,0,0,17,31,0,0,5,5,0,0,0.87782167,0.83922171,385,0.058680079,369,18,15,1193,1.001974612,53,3552,1.618053597,92,5736,1.471932299,9,5218,0,0,0,1.233004231,9,4371,0,0,0,0,0,0,2,0.0038,247,0.475,87,0.1673,170,0.3269,0,0,5,0.0096,0,0,9,0.0173,499,0.9397,32,0.0603,0,0,3,0.0056,7,0.0132,0,0,0,0,0,0,0,0,309,46,0,10,73,183,0,0,0.844903988
ore_ont_10425.owl,5677,2.203007519,41,1.824998999,0.677419355,6884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327868852,0.210526316,12,9.55E-04,0,3805,82,290,0.919354839,4,57,6.85483871,212,425,2.064516129,32,128,0,0,0,1.64516129,32,102,0,0,0,0,0,0,0,0,6,0.1429,1,0.0238,0,0,0,0,0,0,35,0.8333,0,0,10,0.1389,62,0.8611,14,0.1944,1,0.0139,4,0.0556,0,0,0,0,0,0,0,0,45,0,0,4,42,41,0,0,0.966887417
ore_ont_1043.owl,163917,1.131143,10810,0.596236735,0.179490374,22253,5710,0,0.160015381,0,0,1950,3392,0,0,4,4,0,0,1,1,0,0,0,0,0,137569,1.134166096,17203,36409,5.776026416,83757,185422,1.693321288,5,54359,0,0,0,1.336707993,5,42911,0,0,0,0,4984,0.865,0,0,0,0,778,0.135,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0.428571429,1
ore_ont_10431.owl,365,1.070844687,2,1.180792706,0.005494505,26,0,0,0.005571031,0,0,0,0,0,0,0,0,0,0,1,0.932467532,0,0,0,0,0,0,0.986263736,193,359,1.063186813,193,387,1.07967033,6,393,0,0,0,1.002747253,3,365,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_10445.owl,17071,25.71693183,425526,5.990839934,0.008768364,425675,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25.69212009,9705,442444,25.70088845,9705,442595,25.71842518,123,442897,0,0,0,25.70965681,123,442746,0,0,0,0,0,0,0,0,0,0,151,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_10460.owl,619,1.513924051,156,2.467923795,0.216601816,420,2,32,0.186666667,0.006666667,0,353,438,0,0,7,7,0,0,0.963541667,0.940806045,137,0.170822943,29,0,82,0,0.972762646,42,750,1.312581064,60,1012,1.538261997,5,1186,0,0,0,1.201037613,5,926,0,0,5,0.0299,33,0.1976,7,0.0419,0,0,106,0.6347,0,0,0,0,2,0.012,0,0,14,0.0838,19,1,0,0,0,0,0,0,2,0.1053,0,0,0,0,0,0,0,0,4,0,0,0,1,1,4,0.210526316,1
ore_ont_10481.owl,5551,1.474377057,1549,2.453199871,0.180500659,4095,403,0,0.195820272,0,0,239,355,0,0,3,3,0,0,0.967436744,0.949425287,308,0.042861119,543,0,0,1290,1.050724638,77,4785,1.482213439,89,6750,1.533816425,9,6985,0,0,0,1.339920949,9,6102,148,0.18,0,0,61,0.0742,0,0,0,0,613,0.7457,0,0,0,0,0,0,0,0,0,0,537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,8,0.014897579,1
ore_ont_105.owl,296,1.175675676,53,2.041835791,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.172297297,33,347,1.172297297,33,347,1.175675676,3,348,0,0,0,1.175675676,3,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_10503.owl,298,3.563981043,121,3.611739009,0.690322581,1084,0,0,0.173652695,0.005988024,0,0,0,0,0,0,0,0,0,0.461038961,0.257839721,45,0.034013605,0,576,0,67,1.077419355,9,167,3.548387097,35,550,3.019354839,26,468,0,0,0,1.774193548,25,275,0,0,0,0,1,0.0093,13,0.1215,0,0,23,0.215,2,0.0187,0,0,16,0.1495,2,0.0187,50,0.4673,36,0.3956,55,0.6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,88,89,0,0,0.912371134
ore_ont_10516.owl,310,1.55027933,162,2.432881513,0.116766467,199,0,0,0.186666667,0,0,26,46,0,0,2,2,0,0,1,1,16,0.034632035,16,0,0,0,1.347305389,25,450,1.464071856,25,489,1.598802395,3,534,0,0,0,1.482035928,3,495,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0.375,1
ore_ont_10517.owl,1275,1.368343195,221,2.429253162,0.078331638,520,0,25,0.017825312,0.006238859,0,0,0,0,2,0,0,0,2,0.974541752,0.987783595,31,0.018753781,90,0,0,153,1.141403866,71,1122,1.520854527,71,1495,1.367243133,8,1344,0,0,0,1.22380468,5,1203,0,0,2,0.026,25,0.3247,12,0.1558,0,0,27,0.3506,5,0.0649,0,0,2,0.026,0,0,4,0.0519,56,0.9032,6,0.0968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0,0,0,25,41,0,0,1
ore_ont_10536.owl,122,1.773584906,91,1.538982295,0.909090909,164,90,0,0.957446809,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90,0,0,4,0.949494949,90,94,1.858585859,90,184,2.818181818,3,279,0,0,0,1.909090909,2,189,0,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,1
ore_ont_10537.owl,163,2.211764706,1,2.845402039,0.184210526,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810810811,0.141509434,0,0,0,14,0,47,0.394736842,4,15,7.684210526,27,292,3.815789474,14,145,0,0,0,1,2,38,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5375,37,0.4625,0,0,2,0.025,6,0.075,0,0,0,0,0,0,0,0,10,0,0,6,80,74,0,0,0.95505618
ore_ont_10568.owl,150710,3.80362177,155010,2.958018103,0.122081465,481357,0,26154,0.648750616,0,0,32722,97288,0,0,7,7,0,0,0.999941702,0.999955551,361049,0.653435045,201228,200948,199845,0,1.443191689,59807,247555,3.345344628,119607,573837,3.805495153,62,652768,0,0,0,1.903668682,7,326542,4,0.0002,0,0,493,0.0235,2,0.0001,4,0.0002,20438,0.976,0,0,0,0,0,0,0,0,0,0,151,1,0,0,2,0.0132,5,0.0331,21,0.1391,0,0,0,0,0,0,0,0,108,0,0,23,33,23,66,0.437086093,0.900355872
ore_ont_10571.owl,410,1.751662971,1,2.851249116,0.150943396,355,0,20,0,0,0,0,0,0,0,0,0,0,0,0.984848485,0.913385827,2,0.003072197,163,163,91,82,0.80754717,54,214,1.562264151,56,414,1.38490566,5,367,0,0,0,1,2,265,0,0,0,0,20,0.5,1,0.025,0,0,16,0.4,0,0,0,0,0,0,1,0.025,2,0.05,68,0.8718,10,0.1282,4,0.0513,5,0.0641,12,0.1538,0,0,0,0,0,0,0,0,65,0,0,35,4,8,2,0.025641026,0.703703704
ore_ont_10580.owl,165,1.569204152,25,2.13242716,0.510948905,333,0,74,0.178082192,0,0,21,28,0,0,4,3,0,0,1,1,16,0.030131827,4,6,6,273,0.532846715,30,146,2.722627737,143,746,2.226277372,4,610,0,0,0,1.087591241,4,298,0,0,0,0,74,0.5286,0,0,0,0,66,0.4714,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,2,0.0645,12,0.3871,0,0,0,0,0,0,0,0,2,0,0,7,8,7,0,0,0.763157895
ore_ont_10588.owl,4788,1.493518692,819,2.501544947,0.146473265,2643,0,247,0.026973311,0,0,17,31,0,0,5,5,0,0,0.878236131,0.839917377,382,0.057357357,564,18,15,1155,1.001706485,53,3522,1.609215017,90,5658,1.471558589,9,5174,0,0,0,1.232650739,9,4334,0,0,0,0,0,0,2,0.0039,245,0.4757,87,0.1689,168,0.3262,0,0,5,0.0097,0,0,8,0.0155,497,0.9395,32,0.0605,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,73,183,0,0,0.844674556
ore_ont_1059.owl,36513,2.202275809,32251,2.821622932,0.330993144,65679,0,7625,0.198603535,0,0,25527,33000,0,0,12,12,0,0,0.999981669,0.999895259,21379,0.279833506,7757,8592,8592,0,1.26012758,1634,68745,1.871796752,6105,102114,2.202679913,12,120165,0,0,0,1.591157385,11,86804,0,0,0,0,7627,0.4224,1,0.0001,0,0,10429,0.5776,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0.05,0,0,3,0.15,0,0,0,0,0,0,0,0,6,0,0,2,4,4,6,0.3,0.923076923
ore_ont_10594.owl,5106,1.431450912,1030,2.401111583,0.142857143,2505,0,279,0.027084818,0,0,42,89,0,0,5,5,0,0,0.881811577,0.846036916,293,0.043627159,125,19,10,1285,1.019128329,51,4209,1.5968523,88,6595,1.485472155,9,6135,0,0,0,1.249152542,9,5159,0,0,0,0,0,0,2,0.0034,298,0.5051,102,0.1729,188,0.3186,0,0,0,0,0,0,0,0,308,0.9139,29,0.0861,0,0,3,0.0089,4,0.0119,0,0,0,0,0,0,0,0,119,44,0,16,68,174,0,0,0.773305085
ore_ont_10608.owl,10464,1.230098246,2082,1.235969858,0.152228164,2508,0,0,0.206377723,0,0,1913,2802,0,0,6,6,0,0,0.9989301,0.999101729,0,0,0,0,0,8082,1.587522282,475,4453,4.621033868,3855,12962,1.894117647,7,5313,0,0,0,1.741889483,7,4886,0,0,3,0.007,0,0,0,0,0,0,424,0.993,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
ore_ont_1062.owl,5141,1.462016575,1030,2.454569869,0.143306705,2698,0,279,0.027084818,0,0,42,89,0,0,5,5,0,0,0.881355932,0.845602606,295,0.042476602,264,23,15,1285,1.018881627,51,4209,1.595497458,88,6591,1.485354636,9,6136,0,0,0,1.249092229,9,5160,0,0,0,0,0,0,2,0.0034,298,0.5034,102,0.1723,188,0.3176,0,0,0,0,0,0,2,0.0034,308,0.9112,30,0.0888,0,0,3,0.0089,4,0.0118,0,0,0,0,0,0,0,0,119,44,0,16,64,174,0,0,0.771367521
ore_ont_10621.owl,41908,2.545305583,80516,2.987001276,0.489088433,126686,0,530,0.529221524,0.041773105,0,68366,58845,0,0,1071,1070,0,0,0.994246669,0.893728351,69639,0.565361759,0,65096,0,85,1.498202873,3999,122132,2.017946736,3999,164501,2.504544953,203,204168,0,0,0,1.987683853,203,162034,25,0.0006,0,0,441,0.0111,155,0.0039,235,0.0059,38960,0.9772,54,0.0014,0,0,0,0,0,0,0,0,148,0.881,20,0.119,66,0.3929,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,28,143,157,0,0,0.926582278
ore_ont_1065.owl,2070,1.029318298,288,0.729557999,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7686,1.135880077,24,2349,4.852514507,3921,10035,1.138781431,4,2355,0,0,0,1.138781431,4,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_1066.owl,13476,2.684839178,21466,3.100863153,0.428552944,39966,74,3706,0.413993243,0,2.89E-05,28145,31257,4,0,25,25,3,0,0.993702553,0.993324155,37650,0.970410846,16971,14877,14186,39,1.493681259,909,34631,2.270347207,909,52638,2.70079793,16,62618,0,0,0,1.925814104,15,44650,0,0,1,0.0001,3678,0.3702,83,0.0084,0,0,6112,0.6151,0,0,0,0,31,0.0031,31,0.0031,0,0,218,1,0,0,0,0,4,0.0183,34,0.156,0,0,0,0,0,0,1,0,187,0,0,34,0,0,60,0.275229358,0.878125
ore_ont_10672.owl,4790,1.44667668,819,2.426124821,0.146757679,2395,0,247,0.026973311,0,0,17,31,0,0,5,5,0,0,0.877951636,0.839659179,382,0.059547935,335,18,15,1155,1.001706485,53,3522,1.609215017,90,5658,1.471558589,9,5174,0,0,0,1.232650739,9,4334,0,0,0,0,0,0,2,0.0039,245,0.4748,87,0.1686,168,0.3256,0,0,5,0.0097,0,0,9,0.0174,498,0.9396,32,0.0604,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,73,183,0,0,0.844674556
ore_ont_10681.owl,308,1.293800539,0,2.199885927,0.159090909,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837209302,1,0,0,20,0,0,112,0.590909091,7,26,5.25,39,231,1.318181818,4,58,0,0,0,0.977272727,1,43,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.3429,46,0.6571,0,0,0,0,1,0.0143,0,0,0,0,0,0,0,0,10,0,0,0,59,55,0,0,1
ore_ont_10689.owl,981149,0.999913367,-84,0.826870965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.99990929,41232,981060,0.99990929,41232,981060,0.999913367,1,981064,0,0,0,0.999913367,1,981064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_10697.owl,36942,4.985293732,7,3.083281338,0.633146067,167813,0,455,0,0,0,0,0,0,0,0,0,0,0,0.854974705,1,0,0,0,42518,27862,36264,0.369662921,527,658,66.61067416,36713,118567,2.112921348,4,3761,0,0,0,1.003370787,2,1786,0,0,0,0,346,0.307,0,0,258,0.2289,523,0.4641,0,0,0,0,0,0,0,0,0,0,26,0.963,1,0.037,1,0.037,0,0,3,0.1111,0,0,0,0,0,0,0,0,1,0,0,2,4,4,0,0,0.866666667
ore_ont_10702.owl,364,3.90443686,123,3.337713963,0.614958449,1710,0,61,0.004385965,0,0,0,0,0,0,0,0,0,0,0.605555556,0.166197183,195,0.219347582,320,94,90,206,0.631578947,12,228,2.313019391,44,835,2.59833795,9,938,0,0,0,1.337950139,9,483,15,0.0676,1,0.0045,79,0.3559,2,0.009,50,0.2252,1,0.0045,61,0.2748,0,0,6,0.027,1,0.0045,6,0.027,16,0.9412,1,0.0588,6,0.3529,1,0.0588,1,0.0588,0,0,0,0,0,0,0,0,5,0,0,2,11,14,0,0,0.925
ore_ont_10742.owl,1321,3.254491018,3841,2.936563149,0.341670835,4518,0,0,0.742142026,0,0,4902,5001,0,0,67,67,0,0,1,1,1429,0.277099089,0,0,1429,0,2.578289145,729,5154,2.91995998,729,5837,3.262631316,25,6522,0,0,0,2.92096048,25,5839,0,0,0,0,0,0,0,0,0,0,683,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_10749.owl,6033,1.453825097,1827,2.415420436,0.170377358,4396,445,0,0.1905523,0,0,285,434,0,0,5,5,0,0,0.968844411,0.950630439,246,0.032334385,282,0,0,1292,1.06245283,83,5631,1.471320755,88,7798,1.52754717,9,8096,0,0,0,1.344528302,9,7126,165,0.1827,0,0,67,0.0742,0,0,0,0,671,0.7431,0,0,0,0,0,0,0,0,0,0,349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,5,0.014326648,1
ore_ont_10750.owl,266278,2.241265884,207486,2.162244135,0.931431204,963020,0,0,1,0,0,232753,232753,0,0,3,3,0,0,1,1,0,0,0,0,0,228760,0.425442036,12155,232747,2.224661881,12156,1217048,2.753143559,273,1506165,0,0,0,1.379265214,273,754556,0,0,0,0,239435,0.4699,0,0,0,0,270124,0.5301,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_10752.owl,100,1.39,40,2.492501449,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.38,5,138,1.38,5,138,1.39,4,139,0,0,0,1.39,4,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_10754.owl,3667,3.316120577,75,3.20633408,0.53046595,8846,0,7,0.15270936,0.123152709,0,7,18,18,0,3,3,2,0,0.705035971,0.457142857,91,0.007421907,0,1909,0,3052,0.727598566,19,203,12.82795699,490,3579,7.362007168,64,2054,0,0,0,1.265232975,7,353,1,0.0068,5,0.0338,34,0.2297,14,0.0946,40,0.2703,32,0.2162,0,0,0,0,2,0.0135,11,0.0743,9,0.0608,33,0.7674,10,0.2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,0,0,0.466666667
ore_ont_10769.owl,192,1.880208333,0,1.37265991,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.065217391,90,190,0.989130435,1,91,0,0,0,0.989130435,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,90,90,0,0,1
ore_ont_10774.owl,9705,1.223905204,2175,2.32022122,0,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.223928277,39,11877,1.223928277,39,11877,1.224031327,4,11878,0,0,0,1.224031327,4,11878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_10776.owl,585,1.230549199,225,1.698185911,0.235602094,403,0,0,0.50872818,0,0,709,727,0,0,9,9,0,0,1,1,408,0.228443449,0,0,408,983,1.04973822,25,802,2.571989529,481,1965,1.528795812,7,1168,0,0,0,1.293193717,7,988,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
